DateTime,Site_Name,TotalFiles,TotalLocalStorage,TotalWebSQL,TotalIndexedDB,LST_set_FuD,LST_set_IfS,LST_set_For,LST_set_Whi,LST_set_DoW,LST_set_Swt,LST_set_Try,LST_set_Var,LST_set_FuE,LST_set_Blo,LST_set_Tot,LST_set_ToS,LST_get_FuD,LST_get_IfS,LST_get_For,LST_get_Whi,LST_get_DoW,LST_get_Swt,LST_get_Try,LST_get_Var,LST_get_FuE,LST_get_Blo,LST_get_Tot,LST_get_ToS,LST_rmv_FuD,LST_rmv_IfS,LST_rmv_For,LST_rmv_Whi,LST_rmv_DoW,LST_rmv_Swt,LST_rmv_Try,LST_rmv_Var,LST_rmv_FuE,LST_rmv_Blo,LST_rmv_Tot,LST_rmv_ToS,WSQ_exe_FuD,WSQ_exe_IfS,WSQ_exe_For,WSQ_exe_Whi,WSQ_exe_DoW,WSQ_exe_Swt,WSQ_exe_Try,WSQ_exe_Var,WSQ_exe_FuE,WSQ_exe_Blo,WSQ_exe_Tot,WSQ_exe_ToS,WSQ_upd_FuD,WSQ_upd_IfS,WSQ_upd_For,WSQ_upd_Whi,WSQ_upd_DoW,WSQ_upd_Swt,WSQ_upd_Try,WSQ_upd_Var,WSQ_upd_FuE,WSQ_upd_Blo,WSQ_upd_Tot,WSQ_upd_ToS,WSQ_del_FuD,WSQ_del_IfS,WSQ_del_For,WSQ_del_Whi,WSQ_del_DoW,WSQ_del_Swt,WSQ_del_Try,WSQ_del_Var,WSQ_del_FuE,WSQ_del_Blo,WSQ_del_Tot,WSQ_del_ToS,IDB_add_FuD,IDB_add_IfS,IDB_add_For,IDB_add_Whi,IDB_add_DoW,IDB_add_Swt,IDB_add_Try,IDB_add_Var,IDB_add_FuE,IDB_add_Blo,IDB_add_Tot,IDB_add_ToS,IDB_get_FuD,IDB_get_IfS,IDB_get_For,IDB_get_Whi,IDB_get_DoW,IDB_get_Swt,IDB_get_Try,IDB_get_Var,IDB_get_FuE,IDB_get_Blo,IDB_get_Tot,IDB_get_ToS,IDB_geA_FuD,IDB_geA_IfS,IDB_geA_For,IDB_geA_Whi,IDB_geA_DoW,IDB_geA_Swt,IDB_geA_Try,IDB_geA_Var,IDB_geA_FuE,IDB_geA_Blo,IDB_geA_Tot,IDB_geA_ToS,IDB_del_FuD,IDB_del_IfS,IDB_del_For,IDB_del_Whi,IDB_del_DoW,IDB_del_Swt,IDB_del_Try,IDB_del_Var,IDB_del_FuE,IDB_del_Blo,IDB_del_Tot,IDB_del_ToS
2019-02-04 10:25:40,tradingview.com,11,26,4,555,5,3,0,0,0,0,8,1,33,0,10,50,5,5,1,0,0,0,4,3,28,0,9,46,2,0,1,0,0,0,1,2,23,0,7,29,2,1,0,0,0,0,2,0,11,0,2,16,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,12,0,2,15,26,37,20,0,0,13,5,18,297,0,102,416,2,1,0,0,0,0,2,0,11,0,2,16,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,12,0,2,15
2019-02-04 0:10:16,bouyguestelecom.fr,10,60,3,208,5,7,2,0,0,0,8,8,96,0,22,126,5,4,2,0,0,0,1,9,87,0,22,108,9,2,1,0,0,0,2,7,76,0,16,97,1,0,0,0,0,0,0,1,10,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,18,0,2,22,34,23,2,0,0,2,5,27,196,0,70,289,1,0,0,0,0,0,0,1,10,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,18,0,2,22
2019-02-04 2:10:09,embedupload.com,31,45,3,1135,10,10,0,0,0,0,10,6,67,0,19,103,5,5,2,0,0,0,1,10,45,0,13,68,6,4,2,0,0,0,3,8,46,0,13,69,0,0,0,0,0,0,0,2,10,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,2,20,32,100,15,0,0,9,3,66,573,0,226,798,0,0,0,0,0,0,0,2,10,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,2,20
2019-02-03 22:51:56,actcorp.in,8,30,3,164,4,1,0,0,0,0,6,9,42,0,11,62,2,1,1,0,0,0,0,10,31,0,8,45,3,1,1,0,0,0,2,11,39,0,11,57,1,0,0,0,0,0,0,1,8,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,14,0,2,18,5,15,4,0,0,0,1,29,94,0,28,148,1,0,0,0,0,0,0,1,8,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,14,0,2,18
2019-02-04 0:21:13,careers360.com,23,62,3,554,4,13,0,0,0,0,14,17,75,0,23,123,2,8,1,0,0,0,5,24,68,0,23,108,3,3,1,0,0,0,7,16,53,0,16,83,1,0,0,0,0,0,0,1,8,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,14,0,2,18,25,106,13,0,0,3,8,51,316,0,124,522,1,0,0,0,0,0,0,1,8,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,14,0,2,18
2019-02-04 3:15:49,goair.in,22,32,3,178,6,1,0,0,0,0,8,9,42,0,13,66,2,1,1,0,0,0,0,10,31,0,8,45,3,1,1,0,0,0,2,11,39,0,11,57,1,0,0,0,0,0,0,1,8,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,14,0,2,18,5,17,4,0,0,0,1,29,117,0,35,173,1,0,0,0,0,0,0,1,8,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,14,0,2,18
2019-02-04 6:32:21,okezone.com,15,30,3,325,4,1,0,0,0,0,6,9,42,0,11,62,2,1,1,0,0,0,0,10,31,0,8,45,3,1,1,0,0,0,2,11,39,0,11,57,1,0,0,0,0,0,0,1,8,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,14,0,2,18,12,59,8,0,0,0,3,51,225,0,83,358,1,0,0,0,0,0,0,1,8,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,14,0,2,18
2019-02-04 7:58:08,shopclues.com,29,197,3,280,19,96,1,0,0,0,23,50,164,0,66,353,16,89,1,0,0,0,39,84,219,0,96,448,4,8,1,0,0,0,24,8,87,0,35,132,1,0,0,0,0,0,0,1,8,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,14,0,2,18,18,65,7,1,0,0,4,30,205,0,77,330,1,0,0,0,0,0,0,1,8,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,14,0,2,18
2019-02-04 8:38:26,shoppersstop.com,25,49,3,564,6,5,0,0,0,0,10,10,54,0,18,85,4,3,1,0,0,0,3,12,37,0,12,60,9,3,1,0,0,0,8,12,51,0,19,84,1,0,0,0,0,0,0,1,8,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,14,0,2,18,21,41,7,0,0,4,3,39,167,0,72,282,1,0,0,0,0,0,0,1,8,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,14,0,2,18
2019-02-04 9:03:23,sonyliv.com,29,53,3,779,0,21,0,0,0,0,5,9,66,0,20,101,0,16,1,1,0,0,2,11,42,0,15,73,0,16,1,0,0,0,1,12,55,0,18,85,0,1,0,0,0,0,0,2,7,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,12,0,2,18,58,224,19,0,0,8,12,56,472,0,197,849,0,1,0,0,0,0,0,2,7,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,12,0,2,18
2019-02-04 9:38:28,tallysolutions.com,24,46,3,302,4,2,0,0,0,0,9,12,61,0,17,88,2,2,1,0,0,0,1,18,49,0,14,73,3,2,1,0,0,0,4,12,51,0,15,73,1,0,0,0,0,0,0,1,8,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,14,0,2,18,17,22,6,0,0,0,1,30,136,0,51,212,1,0,0,0,0,0,0,1,8,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,14,0,2,18
2019-02-04 10:06:53,uptobox.com,24,131,3,1065,11,49,1,0,0,0,42,22,98,0,45,223,16,54,1,0,0,0,42,42,113,0,58,268,10,19,3,0,0,0,15,18,66,0,28,131,1,0,0,0,0,0,0,1,8,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,14,0,2,18,109,140,33,0,0,11,71,127,822,0,306,1313,1,0,0,0,0,0,0,1,8,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,14,0,2,18
2019-02-04 11:29:00,volvocars.com,13,89,3,322,4,2,7,0,0,7,4,37,123,0,34,184,5,6,15,0,0,13,1,43,124,0,36,207,5,2,2,2,0,0,3,7,56,0,19,77,1,0,0,0,0,0,0,1,8,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,14,0,2,18,35,69,9,1,0,1,4,25,263,0,114,407,1,0,0,0,0,0,0,1,8,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,14,0,2,18
2019-02-03 23:43:17,avsforum.com,37,30,3,2582,2,8,0,0,0,0,7,5,28,0,10,50,2,20,0,0,0,0,8,16,39,0,14,85,2,2,0,0,0,0,4,1,15,0,6,24,0,2,0,0,0,0,1,1,5,0,2,9,0,2,0,0,0,0,1,1,4,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,52,124,29,0,0,1,19,60,640,0,246,925,0,2,0,0,0,0,1,1,5,0,2,9,0,2,0,0,0,0,1,1,4,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-04 1:07:57,creditcards.com,32,59,3,470,6,11,0,0,0,0,12,7,44,0,17,80,10,23,0,0,0,0,10,27,78,0,34,148,3,4,0,0,0,0,5,2,18,0,8,32,0,2,0,0,0,0,1,1,5,0,2,9,0,2,0,0,0,0,1,1,4,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,15,56,8,0,0,4,5,30,231,0,84,349,0,2,0,0,0,0,1,1,5,0,2,9,0,2,0,0,0,0,1,1,4,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-04 9:43:38,trekbikes.com,14,44,3,493,5,17,1,0,0,0,6,5,28,0,12,62,3,34,2,0,0,0,10,16,74,0,23,139,2,10,3,0,0,0,2,5,38,0,9,60,0,2,0,0,0,0,1,1,5,0,2,9,0,2,0,0,0,0,1,1,4,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,24,72,11,0,0,5,3,19,241,0,107,375,0,2,0,0,0,0,1,1,5,0,2,9,0,2,0,0,0,0,1,1,4,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-03 22:38:41,7gz.com,14,46,1,127,4,6,0,0,0,0,9,4,43,0,15,66,4,11,0,0,0,0,4,12,59,0,20,90,0,6,0,0,0,0,0,1,28,0,11,35,1,1,0,0,0,0,2,0,5,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,1,0,2,0,10,6,61,0,22,107,1,1,0,0,0,0,2,0,5,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-04 1:32:43,dziennikzachodni.pl,46,12,1,636,1,6,0,0,0,0,5,4,17,0,5,33,0,5,0,0,0,0,5,4,19,0,5,33,1,1,0,0,0,0,2,1,5,0,2,10,0,2,0,0,0,0,1,1,5,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,32,3,0,0,0,1,22,169,0,66,246,0,2,0,0,0,0,1,1,5,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-04 1:38:48,echodnia.eu,45,12,1,632,1,6,0,0,0,0,5,4,17,0,5,33,0,5,0,0,0,0,5,4,19,0,5,33,1,1,0,0,0,0,2,1,5,0,2,10,0,2,0,0,0,0,1,1,5,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,32,3,0,0,0,1,22,169,0,66,246,0,2,0,0,0,0,1,1,5,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-04 3:01:05,gazetawroclawska.pl,46,9,1,620,0,5,0,0,0,0,4,4,15,0,4,28,0,5,0,0,0,0,4,4,16,0,4,29,0,0,0,0,0,0,1,1,3,0,1,5,0,2,0,0,0,0,1,1,5,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,32,3,0,0,0,1,23,173,0,67,251,0,2,0,0,0,0,1,1,5,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-04 4:36:09,leju.com,15,15,1,106,3,2,0,0,0,0,4,4,23,0,6,36,3,4,0,0,0,0,4,7,27,0,7,45,0,2,0,0,0,0,0,1,6,0,2,9,1,1,0,0,0,0,2,0,5,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,7,0,0,3,2,4,66,0,27,97,1,1,0,0,0,0,2,0,5,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-03 22:25:53,1xbahis11.top,74,73,3,496,7,10,0,0,0,0,6,16,40,0,24,79,13,18,7,0,0,0,8,33,68,0,41,147,3,2,1,0,0,0,1,7,16,0,8,30,1,0,0,0,0,0,0,1,6,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,10,0,2,14,40,64,11,0,0,11,8,45,169,0,90,348,1,0,0,0,0,0,0,1,6,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,10,0,2,14
2019-02-03 22:27:49,1xbet.com,83,79,3,926,8,11,0,0,0,0,6,16,41,0,25,82,15,20,8,0,0,0,8,39,78,0,46,168,3,2,1,0,0,0,1,7,16,0,8,30,1,0,0,0,0,0,0,1,6,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,10,0,2,14,48,109,20,0,0,13,8,88,355,0,148,641,1,0,0,0,0,0,0,1,6,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,10,0,2,14
2019-02-03 22:28:21,1xbetchina.com,71,79,3,574,8,12,0,0,0,0,6,16,43,0,27,85,14,21,7,0,0,0,8,33,70,0,44,153,3,2,1,0,0,0,1,7,16,0,8,30,1,0,0,0,0,0,0,1,6,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,10,0,2,14,41,87,11,0,0,16,10,67,217,0,116,449,1,0,0,0,0,0,0,1,6,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,10,0,2,14
2019-02-03 22:29:15,1xirsp15.com,79,75,3,508,8,11,0,0,0,0,6,16,41,0,25,82,14,19,7,0,0,0,8,33,69,0,42,150,3,2,1,0,0,0,1,7,16,0,8,30,1,0,0,0,0,0,0,1,6,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,10,0,2,14,41,65,11,0,0,11,8,46,173,0,91,355,1,0,0,0,0,0,0,1,6,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,10,0,2,14
2019-02-03 22:31:19,1xredzux.top,83,79,3,927,8,11,0,0,0,0,6,16,41,0,25,82,15,20,8,0,0,0,8,39,78,0,46,168,3,2,1,0,0,0,1,7,16,0,8,30,1,0,0,0,0,0,0,1,6,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,10,0,2,14,48,109,20,0,0,13,8,88,355,0,148,641,1,0,0,0,0,0,0,1,6,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,10,0,2,14
2019-02-03 22:28:52,1xsir.top,83,79,3,926,8,11,0,0,0,0,6,16,41,0,25,82,15,20,8,0,0,0,8,39,78,0,46,168,3,2,1,0,0,0,1,7,16,0,8,30,1,0,0,0,0,0,0,1,6,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,10,0,2,14,48,109,20,0,0,13,8,88,355,0,148,641,1,0,0,0,0,0,0,1,6,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,10,0,2,14
2019-02-03 23:44:29,beyondmenu.com,12,43,3,136,10,4,0,0,0,0,6,6,27,0,13,53,12,6,1,0,0,0,2,14,35,0,18,70,9,0,1,0,0,0,1,7,25,0,12,43,1,0,0,0,0,0,0,1,6,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,10,0,2,14,27,15,1,0,0,1,0,3,74,0,36,121,1,0,0,0,0,0,0,1,6,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,10,0,2,14
2019-02-04 5:05:45,loopnet.com,15,84,3,453,5,4,0,0,0,0,6,4,103,0,31,122,8,2,1,0,0,0,2,3,74,0,26,90,6,2,1,0,0,0,2,3,85,0,27,99,1,0,0,0,0,0,0,0,7,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,12,0,2,15,25,36,7,0,0,0,3,25,247,0,90,343,1,0,0,0,0,0,0,0,7,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,12,0,2,15
2019-02-04 5:44:02,meinestadt.de,22,66,3,462,8,41,1,0,0,0,23,15,69,0,28,157,17,36,1,0,0,0,13,34,50,0,32,151,2,0,1,0,0,0,0,6,14,0,6,23,1,0,0,0,0,0,0,1,6,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,10,0,2,14,36,73,7,0,0,0,10,36,286,0,115,448,1,0,0,0,0,0,0,1,6,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,10,0,2,14
2019-02-04 8:49:06,smartprix.com,8,27,3,88,5,4,0,0,0,0,3,5,24,0,10,41,2,1,1,0,0,0,0,8,20,0,9,32,2,0,2,0,0,0,0,6,18,0,8,28,1,0,0,0,0,0,0,1,6,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,10,0,2,14,2,10,0,0,0,0,1,14,64,0,27,91,1,0,0,0,0,0,0,1,6,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,10,0,2,14
2019-02-04 9:25:21,thestartmagazine.com,8,76,3,445,5,5,0,0,0,0,7,10,99,0,31,126,4,4,1,0,0,0,3,11,60,0,24,83,2,4,4,0,0,0,3,11,71,0,21,95,1,0,0,0,0,0,0,1,6,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,10,0,2,14,78,31,8,0,1,3,8,34,304,0,116,467,1,0,0,0,0,0,0,1,6,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,10,0,2,14
2019-02-04 9:27:37,thomascook.com,22,58,3,572,5,2,0,0,0,0,4,7,58,0,19,76,8,34,1,0,0,0,8,15,51,0,23,117,3,1,1,0,0,0,1,7,51,0,16,64,1,0,0,0,0,0,0,1,6,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,10,0,2,14,63,54,12,0,1,2,5,29,305,0,121,471,1,0,0,0,0,0,0,1,6,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,10,0,2,14
2019-02-04 10:33:00,transilien.com,50,50,3,272,4,4,0,0,0,0,6,10,27,0,19,51,4,1,0,0,0,0,1,9,15,0,14,30,6,3,1,0,0,0,3,10,22,0,17,45,1,1,0,0,0,0,0,1,5,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,8,0,2,12,21,36,6,0,0,1,0,77,277,0,104,418,1,1,0,0,0,0,0,1,5,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,8,0,2,12
2019-02-03 22:47:50,ahcdn.com,23,19,1,53,2,2,0,0,0,0,7,2,12,0,7,25,2,10,0,0,0,0,12,8,30,0,12,62,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,3,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,38,0,9,44,1,2,0,0,0,0,1,1,3,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-04 0:19:40,cda-hd.co,36,5,1,142,0,4,0,0,0,0,4,0,8,0,2,16,0,4,0,0,0,0,4,0,8,0,2,16,0,0,0,0,0,0,0,1,1,0,1,2,0,1,0,0,0,0,2,0,5,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,1,7,29,0,12,44,0,1,0,0,0,0,2,0,5,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-04 0:56:23,darkwarez.pl,10,6,1,102,2,2,0,0,0,0,2,2,4,0,2,12,2,6,0,0,0,0,4,4,10,0,4,26,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,3,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,0,1,6,1,2,0,0,0,0,1,1,3,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-04 1:06:31,dingtalk.com,11,60,1,120,7,44,0,0,0,2,6,12,71,0,20,142,6,52,0,0,0,6,7,20,102,0,24,193,3,34,0,0,0,0,1,12,62,0,16,112,1,2,0,0,0,0,2,0,3,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,179,6,0,0,17,3,47,261,0,61,526,1,2,0,0,0,0,2,0,3,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-04 1:34:12,e15.cz,48,32,1,767,4,3,0,0,0,0,8,7,30,0,12,52,3,9,0,0,0,0,9,16,39,0,15,76,1,1,0,0,0,0,3,2,13,0,5,20,1,2,0,0,0,0,1,1,3,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,82,12,0,0,4,57,41,621,0,229,904,1,2,0,0,0,0,1,1,3,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-04 2:13:12,emimino.cz,36,32,1,834,2,3,0,0,0,0,6,5,25,0,9,41,2,15,0,0,0,0,14,20,54,0,19,105,0,1,0,0,0,0,2,1,12,0,4,16,1,2,0,0,0,0,1,1,3,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,59,5,0,0,5,22,28,340,0,131,478,1,2,0,0,0,0,1,1,3,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-04 3:51:17,iprima.cz,30,76,1,518,15,8,0,0,0,0,9,12,45,0,27,89,15,13,1,0,0,0,7,22,50,0,29,108,8,5,0,0,0,0,7,9,32,0,20,61,1,2,0,0,0,0,1,1,3,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,73,9,2,0,2,31,15,271,0,103,452,1,2,0,0,0,0,1,1,3,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-04 4:01:17,jalshamoviez.cc,9,4,1,15,0,4,0,0,0,0,4,0,8,0,2,16,0,4,0,0,0,0,4,0,8,0,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,5,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,3,0,1,0,0,0,0,2,0,5,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-04 4:43:59,lalafo.az,53,10,1,270,2,4,0,0,0,0,4,4,8,0,4,22,2,5,0,0,0,0,4,5,8,0,4,24,0,0,0,0,0,0,0,4,4,0,2,8,1,2,0,0,0,0,2,0,3,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,1,0,0,0,0,18,119,0,44,165,1,2,0,0,0,0,2,0,3,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-04 5:04:39,lidovky.cz,39,58,1,162,4,6,0,0,0,0,3,10,28,0,11,51,5,33,0,0,0,0,29,42,110,0,39,219,0,2,0,0,0,0,1,8,23,0,8,34,1,2,0,0,0,0,1,1,3,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2,0,0,0,11,7,54,0,16,83,1,2,0,0,0,0,1,1,3,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-04 5:06:30,lindaikejisblog.com,29,23,1,581,2,3,0,0,0,0,5,5,23,0,8,38,2,7,0,0,0,0,5,12,28,0,10,54,1,2,0,0,0,0,3,1,14,0,5,21,1,2,0,0,0,0,1,1,3,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,2,0,0,0,0,2,59,0,21,77,1,2,0,0,0,0,1,1,3,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-04 6:06:04,newsru.com,46,99,1,351,9,52,0,0,0,0,33,13,61,0,37,168,5,58,0,0,0,0,37,28,73,0,43,201,2,22,0,0,0,0,9,9,38,0,19,80,1,2,0,0,0,0,1,1,3,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,103,4,0,0,0,22,15,219,0,105,400,1,2,0,0,0,0,1,1,3,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-04 7:09:44,pojoksatu.id,22,14,1,85,0,4,0,0,0,0,9,0,18,0,7,31,0,5,0,0,0,0,6,0,13,0,4,24,0,0,0,0,0,0,3,0,7,0,3,10,0,1,0,0,0,0,2,0,5,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,11,82,0,29,105,0,1,0,0,0,0,2,0,5,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
